Status,Departure Gate,Arrival IATA Code,Scheduled Departure Time,Departure Delay (min),Airline Name,Temperature,Feels Like,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather Main,Rain 1h,Snow 1h
landed,A68,HOG,2024-02-15 15:00:00,9.0,Air Transat,-6.84,-10.78,1021,60,2.24,248,13,Clouds,0.0,0.0
landed,A59,HOG,2024-02-15 07:00:00,26.0,Sunwing,-8.57,-12.08,1022,61,1.79,270,7,Clear,0.0,0.0
landed,,IAD,2024-02-15 17:00:00,16.0,Vista America,-4.65,-7.55,1019,56,1.79,270,30,Clouds,0.0,0.0
landed,,IAD,2024-02-15 08:00:00,61.0,VistaJet,-9.33,-12.04,1022,63,1.34,270,11,Clouds,0.0,0.0
landed,C81,IAD,2024-02-15 13:00:00,17.0,Air Canada,-9.69,-13.38,1022,73,1.79,270,15,Clouds,0.0,0.0
landed,C80,IAD,2024-02-15 09:00:00,44.0,United Airlines,-9.92,-9.92,1022,65,0.89,270,13,Clouds,0.0,0.0
unknown,,IAD,2024-02-15 18:00:00,,United Airlines,-3.92,-5.92,1018,57,1.34,270,41,Clouds,0.0,0.0
landed,C82,IAD,2024-02-15 18:00:00,4.0,United Airlines,-3.92,-5.92,1018,57,1.34,270,41,Clouds,0.0,0.0
unknown,,IAD,2024-02-15 09:00:00,,United Airlines,-9.92,-9.92,1022,65,0.89,270,13,Clouds,0.0,0.0
active,,IAG,2024-02-15 05:00:00,34.0,Berry Aviation,-7.57,-10.93,1021,58,1.79,270,9,Clear,0.0,0.0
landed,C75,IAH,2024-02-15 09:00:00,22.0,Air Canada,-9.92,-9.92,1022,65,0.89,270,13,Clouds,0.0,0.0
scheduled,,ILM,2024-02-15 12:00:00,,Starlink Aviation,-10.67,-10.67,1022,73,0.89,248,13,Clouds,0.0,0.0
scheduled,C77,JFK,2024-02-15 18:00:00,21.0,Air Canada,-3.92,-5.92,1018,57,1.34,270,41,Clouds,0.0,0.0
landed,,JFK,2024-02-15 18:00:00,14.0,Air Canada,-3.92,-5.92,1018,57,1.34,270,41,Clouds,0.0,0.0
landed,C86,JFK,2024-02-15 12:00:00,13.0,Delta Air Lines,-10.67,-10.67,1022,73,0.89,248,13,Clouds,0.0,0.0
landed,C88,JFK,2024-02-15 17:00:00,9.0,Delta Air Lines,-4.65,-7.55,1019,56,1.79,270,30,Clouds,0.0,0.0
scheduled,,JFK,2024-02-15 18:00:00,21.0,Jazz,-3.92,-5.92,1018,57,1.34,270,41,Clouds,0.0,0.0
landed,C75,LAS,2024-02-15 08:00:00,46.0,Air Canada Rouge,-9.33,-12.04,1022,63,1.34,270,11,Clouds,0.0,0.0
cancelled,C56,LAX,2024-02-15 17:00:00,10.0,Air Canada,-4.65,-7.55,1019,56,1.79,270,30,Clouds,0.0,0.0
scheduled,,LGA,2024-02-15 18:00:00,,empty,-3.92,-5.92,1018,57,1.34,270,41,Clouds,0.0,0.0
landed,C85,LGA,2024-02-15 07:00:00,17.0,American Airlines,-8.57,-12.08,1022,61,1.79,270,7,Clear,0.0,0.0
landed,C79,LGA,2024-02-15 10:00:00,7.0,American Airlines,-10.35,-10.35,1022,69,0.45,270,14,Clouds,0.0,0.0
landed,C81,LGA,2024-02-15 17:00:00,10.0,American Airlines,-4.65,-7.55,1019,56,1.79,270,30,Clouds,0.0,0.0
landed,,LGA,2024-02-15 18:00:00,22.0,Air Canada,-3.92,-5.92,1018,57,1.34,270,41,Clouds,0.0,0.0
scheduled,,LGA,2024-02-15 20:00:00,41.0,Air Canada,-3.03,-3.03,1015,54,1.17,159,100,Clouds,0.0,0.0
landed,C74,LGA,2024-02-15 08:00:00,25.0,Air Canada,-9.33,-12.04,1022,63,1.34,270,11,Clouds,0.0,0.0
landed,C74,LGA,2024-02-15 13:00:00,14.0,Air Canada,-9.69,-13.38,1022,73,1.79,270,15,Clouds,0.0,0.0
landed,C86,LGA,2024-02-15 15:00:00,47.0,Air Canada,-6.84,-10.78,1021,60,2.24,248,13,Clouds,0.0,0.0
landed,C77,LGA,2024-02-15 17:00:00,62.0,Air Canada,-4.65,-7.55,1019,56,1.79,270,30,Clouds,0.0,0.0
active,C74,LGA,2024-02-15 18:00:00,22.0,Air Canada,-3.92,-5.92,1018,57,1.34,270,41,Clouds,0.0,0.0
active,C84,LGA,2024-02-15 20:00:00,44.0,Air Canada,-3.03,-3.03,1015,54,1.17,159,100,Clouds,0.0,0.0
landed,C86,LGA,2024-02-15 10:00:00,15.0,Delta Air Lines,-10.35,-10.35,1022,69,0.45,270,14,Clouds,0.0,0.0
scheduled,C76,EWR,2024-02-05 20:00:00,21.0,Air Canada,0.27,-2.62,1019,62,2.42,45,7,Clear,0.0,0.0
scheduled,,EWR,2024-02-05 20:00:00,21.0,Air Canada,0.27,-2.62,1019,62,2.42,45,7,Clear,0.0,0.0
scheduled,,EWR,2024-02-05 20:00:00,21.0,Jazz,0.27,-2.62,1019,62,2.42,45,7,Clear,0.0,0.0
landed,C80,EWR,2024-02-05 11:00:00,14.0,United Airlines,-11.7,-15.12,1018,98,1.51,7,72,Clouds,0.0,0.0
landed,C82,EWR,2024-02-05 07:00:00,42.0,United Airlines,-9.59,-15.68,1018,86,3.6,10,0,Mist,0.0,0.0
landed,A50,FDF,2024-02-05 09:00:00,22.0,Air Canada,-8.53,-8.53,1018,79,1.03,360,0,Clear,0.0,0.0
landed,C56,FLL,2024-02-05 08:00:00,48.0,Air Canada,-9.82,-13.26,1018,98,1.65,10,84,Clouds,0.0,0.0
landed,C56,FLL,2024-02-05 13:00:00,11.0,Air Canada,-11.25,-11.25,1020,97,1.19,358,50,Clouds,0.0,0.0
scheduled,C82,FLL,2024-02-05 15:00:00,243.0,Flair Airlines,-5.47,-8.07,1020,68,1.54,350,0,Clear,0.0,0.0
landed,C77,FLL,2024-02-05 07:00:00,30.0,Air Canada Rouge,-9.59,-15.68,1018,86,3.6,10,0,Mist,0.0,0.0
landed,C75,FLL,2024-02-05 16:00:00,18.0,Air Canada Rouge,-4.72,-8.67,1020,89,2.55,37,32,Clouds,0.0,0.0
landed,C85,FLL,2024-02-05 06:00:00,50.0,Air Transat,-9.46,-14.97,1018,88,3.09,20,0,Mist,0.0,0.0
landed,A60,FRA,2024-02-05 18:00:00,26.0,Air Canada,0.28,-3.19,1019,81,3.03,26,24,Clouds,0.0,0.0
landed,A63,GUA,2024-02-05 23:00:00,18.0,Flair Airlines,-10.34,-10.34,1021,93,1.1,1,6,Clear,0.0,0.0
landed,A68,HAV,2024-02-05 18:00:00,3.0,Air Transat,0.28,-3.19,1019,81,3.03,26,24,Clouds,0.0,0.0
active,A65,HOG,2024-02-05 07:00:00,36.0,Sunwing,-9.59,-15.68,1018,86,3.6,10,0,Mist,0.0,0.0
landed,,HPN,2024-02-05 14:00:00,,Airsprint,-8.15,-11.32,1020,93,1.64,23,31,Clouds,0.0,0.0
landed,,IAD,2024-02-05 14:00:00,24.0,Air Canada,-8.15,-11.32,1020,93,1.64,23,31,Clouds,0.0,0.0
scheduled,C84,IAD,2024-02-05 13:00:00,145.0,Air Canada,-11.25,-11.25,1020,97,1.19,358,50,Clouds,0.0,0.0
landed,C84,IAD,2024-02-05 18:00:00,13.0,United Airlines,0.28,-3.19,1019,81,3.03,26,24,Clouds,0.0,0.0
landed,C82,IAD,2024-02-05 09:00:00,38.0,United Airlines,-8.53,-8.53,1018,79,1.03,360,0,Clear,0.0,0.0
landed,C77,IAH,2024-02-05 09:00:00,22.0,Air Canada,-8.53,-8.53,1018,79,1.03,360,0,Clear,0.0,0.0
scheduled,,JFK,2024-02-05 18:00:00,30.0,empty,0.28,-3.19,1019,81,3.03,26,24,Clouds,0.0,0.0
active,C73,JFK,2024-02-05 18:00:00,29.0,Air Canada,0.28,-3.19,1019,81,3.03,26,24,Clouds,0.0,0.0
landed,,JFK,2024-02-05 18:00:00,30.0,Air Canada,0.28,-3.19,1019,81,3.03,26,24,Clouds,0.0,0.0
landed,C86,JFK,2024-02-05 12:00:00,9.0,Delta Air Lines,-9.57,-12.75,1019,79,1.54,330,0,Clear,0.0,0.0
landed,C85,JFK,2024-02-05 17:00:00,14.0,Delta Air Lines,-2.5,-6.37,1019,84,2.86,32,28,Clouds,0.0,0.0
scheduled,,JFK,2024-02-05 18:00:00,,Jazz,0.28,-3.19,1019,81,3.03,26,24,Clouds,0.0,0.0
landed,C75,LAS,2024-02-05 08:00:00,36.0,Air Canada Rouge,-9.82,-13.26,1018,98,1.65,10,84,Clouds,0.0,0.0
landed,C83,LAS,2024-02-05 19:00:00,10.0,Air Canada Rouge,-0.41,-4.65,1019,63,3.81,31,0,Clear,0.0,0.0
landed,C81,LAS,2024-02-05 09:00:00,13.0,Lynx Air,-8.53,-8.53,1018,79,1.03,360,0,Clear,0.0,0.0
landed,C58,LAX,2024-02-05 17:00:00,31.0,Air Canada,-2.5,-6.37,1019,84,2.86,32,28,Clouds,0.0,0.0
scheduled,,LGA,2024-02-05 18:00:00,,empty,0.28,-3.19,1019,81,3.03,26,24,Clouds,0.0,0.0
landed,C83,LGA,2024-02-05 07:00:00,30.0,American Airlines,-9.59,-15.68,1018,86,3.6,10,0,Mist,0.0,0.0
landed,C81,LGA,2024-02-05 10:00:00,11.0,American Airlines,-10.71,-14.42,1018,98,1.72,14,75,Clouds,0.0,0.0
landed,C79,LGA,2024-02-05 17:00:00,7.0,American Airlines,-2.5,-6.37,1019,84,2.86,32,28,Clouds,0.0,0.0
landed,,LGA,2024-02-05 18:00:00,14.0,Air Canada,0.28,-3.19,1019,81,3.03,26,24,Clouds,0.0,0.0
scheduled,,LGA,2024-02-05 20:00:00,21.0,Air Canada,0.27,-2.62,1019,62,2.42,45,7,Clear,0.0,0.0
landed,C73,LGA,2024-02-05 08:00:00,23.0,Air Canada,-9.82,-13.26,1018,98,1.65,10,84,Clouds,0.0,0.0
landed,C74,LGA,2024-02-05 13:00:00,19.0,Air Canada,-11.25,-11.25,1020,97,1.19,358,50,Clouds,0.0,0.0
landed,C73,LGA,2024-02-05 15:00:00,19.0,Air Canada,-5.47,-8.07,1020,68,1.54,350,0,Clear,0.0,0.0
landed,C86,LGA,2024-02-05 17:00:00,12.0,Air Canada,-2.5,-6.37,1019,84,2.86,32,28,Clouds,0.0,0.0
active,C77,LGA,2024-02-05 18:00:00,13.0,Air Canada,0.28,-3.19,1019,81,3.03,26,24,Clouds,0.0,0.0
active,C79,LGA,2024-02-05 20:00:00,14.0,Air Canada,0.27,-2.62,1019,62,2.42,45,7,Clear,0.0,0.0
landed,C88,LGA,2024-02-05 10:00:00,12.0,Delta Air Lines,-10.71,-14.42,1018,98,1.72,14,75,Clouds,0.0,0.0
landed,C88,LGA,2024-02-05 18:00:00,68.0,Delta Air Lines,0.28,-3.19,1019,81,3.03,26,24,Clouds,0.0,0.0
landed,C88,LGA,2024-02-05 06:00:00,29.0,Delta Air Lines,-9.46,-14.97,1018,88,3.09,20,0,Mist,0.0,0.0
scheduled,,LGA,2024-02-05 18:00:00,21.0,Jazz,0.28,-3.19,1019,81,3.03,26,24,Clouds,0.0,0.0
scheduled,,LGA,2024-02-05 20:00:00,21.0,Jazz,0.27,-2.62,1019,62,2.42,45,7,Clear,0.0,0.0
landed,C84,LGA,2024-02-20 10:00:00,14.0,Delta Air Lines,-12.14,-12.14,1031,77,0.45,315,100,Clouds,0.0,0.0
landed,C87,LGA,2024-02-20 18:00:00,9.0,Delta Air Lines,-6.94,-6.94,1033,61,0.45,270,94,Clouds,0.0,0.0
landed,C84,LGA,2024-02-20 06:00:00,18.0,Delta Air Lines,-13.05,-13.05,1030,76,0.8,252,23,Clouds,0.0,0.0
scheduled,,LGA,2024-02-20 18:00:00,21.0,Jazz,-6.94,-6.94,1033,61,0.45,270,94,Clouds,0.0,0.0
scheduled,,LGA,2024-02-20 20:00:00,21.0,Jazz,-5.76,-8.0,1033,63,1.34,270,99,Clouds,0.0,0.0
landed,A67,LGW,2024-02-20 21:00:00,18.0,Air Transat,-6.02,-9.14,1033,66,1.79,225,99,Clouds,0.0,0.0
landed,A66,LHR,2024-02-20 19:00:00,37.0,Air Canada,-6.38,-6.38,1033,62,0.89,180,99,Clouds,0.0,0.0
landed,A61,LHR,2024-02-20 20:00:00,62.0,British Airways,-5.76,-8.0,1033,63,1.34,270,99,Clouds,0.0,0.0
landed,A60,LIR,2024-02-20 08:00:00,62.0,Air Canada,-12.43,-12.43,1030,76,0.45,0,99,Clouds,0.0,0.0
landed,A64,LIR,2024-02-20 11:00:00,12.0,Air Transat,-12.4,-12.4,1031,78,0.89,338,100,Clouds,0.0,0.0
landed,A51,LIS,2024-02-20 21:00:00,26.0,Air Canada,-6.02,-9.14,1033,66,1.79,225,99,Clouds,0.0,0.0
landed,A56,MBJ,2024-02-20 08:00:00,16.0,Air Canada,-12.43,-12.43,1030,76,0.45,0,99,Clouds,0.0,0.0
landed,C75,MCO,2024-02-20 09:00:00,49.0,Air Canada Rouge,-12.15,-12.15,1031,76,0.89,293,99,Clouds,0.0,0.0
landed,C76,MCO,2024-02-20 13:00:00,15.0,Air Canada Rouge,-12.04,-12.04,1033,78,0.89,0,99,Clouds,0.0,0.0
landed,C85,MCO,2024-02-20 18:00:00,53.0,Air Canada Rouge,-6.94,-6.94,1033,61,0.45,270,94,Clouds,0.0,0.0
landed,C77,MCO,2024-02-20 06:00:00,35.0,Air Transat,-13.05,-13.05,1030,76,0.8,252,23,Clouds,0.0,0.0
landed,C79,MCO,2024-02-20 08:00:00,45.0,Lynx Air,-12.43,-12.43,1030,76,0.45,0,99,Clouds,0.0,0.0
landed,A51,MEX,2024-02-20 18:00:00,36.0,Air Canada,-6.94,-6.94,1033,61,0.45,270,94,Clouds,0.0,0.0
landed,A57,MEX,2024-02-20 23:00:00,10.0,Aeromexico,-8.38,-8.38,1033,76,0.95,142,76,Clouds,0.0,0.0
landed,A66,MEX,2024-02-20 09:00:00,18.0,Aeromexico,-12.15,-12.15,1031,76,0.89,293,99,Clouds,0.0,0.0
landed,C81,MIA,2024-02-20 07:00:00,25.0,American Airlines,-12.44,-12.44,1030,75,0.45,270,99,Clouds,0.0,0.0
landed,C81,MIA,2024-02-20 08:00:00,63.0,Air Canada,-12.43,-12.43,1030,76,0.45,0,99,Clouds,0.0,0.0
landed,C76,MIA,2024-02-20 18:00:00,58.0,Air Canada,-6.94,-6.94,1033,61,0.45,270,94,Clouds,0.0,0.0
landed,C76,MSP,2024-02-20 17:00:00,12.0,Air Canada,-7.62,-7.62,1033,63,0.89,293,93,Clouds,0.0,0.0
landed,C87,MSP,2024-02-20 07:00:00,24.0,Delta Air Lines,-12.44,-12.44,1030,75,0.45,270,99,Clouds,0.0,0.0
cancelled,A59,MUC,2024-02-20 20:00:00,,Lufthansa,-5.76,-8.0,1033,63,1.34,270,99,Clouds,0.0,0.0
landed,A61,MZT,2024-02-20 10:00:00,21.0,Sunwing,-12.14,-12.14,1031,77,0.45,315,100,Clouds,0.0,0.0
scheduled,A52,NRT,2024-02-20 13:00:00,90.0,Air Canada,-12.04,-12.04,1033,78,0.89,0,99,Clouds,0.0,0.0
landed,C85,ORD,2024-02-20 08:00:00,22.0,Air Canada,-12.43,-12.43,1030,76,0.45,0,99,Clouds,0.0,0.0
landed,C75,ORD,2024-02-20 13:00:00,19.0,Air Canada,-12.04,-12.04,1033,78,0.89,0,99,Clouds,0.0,0.0
active,C75,ORD,2024-02-20 19:00:00,29.0,Air Canada,-6.38,-6.38,1033,62,0.89,180,99,Clouds,0.0,0.0
landed,,ORD,2024-02-20 19:00:00,29.0,Air Canada,-6.38,-6.38,1033,62,0.89,180,99,Clouds,0.0,0.0
scheduled,,ORD,2024-02-20 19:00:00,21.0,Jazz,-6.38,-6.38,1033,62,0.89,180,99,Clouds,0.0,0.0
landed,C80,ORD,2024-02-20 06:00:00,13.0,United Airlines,-13.05,-13.05,1030,76,0.8,252,23,Clouds,0.0,0.0
landed,C80,ORD,2024-02-20 16:00:00,24.0,United Airlines,-7.78,-7.78,1033,62,0.89,315,75,Clouds,0.0,0.0
landed,,PBI,2024-02-20 13:00:00,6.0,VistaJet,-12.04,-12.04,1033,78,0.89,0,99,Clouds,0.0,0.0
landed,C89,PHL,2024-02-20 07:00:00,21.0,American Airlines,-12.44,-12.44,1030,75,0.45,270,99,Clouds,0.0,0.0
landed,C81,PHL,2024-02-20 12:00:00,14.0,American Airlines,-12.63,-15.77,1032,79,1.34,338,100,Clouds,0.0,0.0
landed,C81,PHL,2024-02-20 16:00:00,13.0,American Airlines,-7.78,-7.78,1033,62,0.89,315,75,Clouds,0.0,0.0
landed,C79,PHL,2024-02-20 13:00:00,6.0,Air Canada,-12.04,-12.04,1033,78,0.89,0,99,Clouds,0.0,0.0
scheduled,,PIT,2024-02-20 07:00:00,,Skyservice Business Aviation,-12.44,-12.44,1030,75,0.45,270,99,Clouds,0.0,0.0
landed,A64,POP,2024-02-20 08:00:00,27.0,Air Transat,-12.43,-12.43,1030,76,0.45,0,99,Clouds,0.0,0.0
landed,A64,POP,2024-02-20 16:00:00,19.0,Sunwing,-7.78,-7.78,1033,62,0.89,315,75,Clouds,0.0,0.0
landed,A66,PTP,2024-02-20 06:00:00,31.0,Air Transat,-13.05,-13.05,1030,76,0.8,252,23,Clouds,0.0,0.0
landed,60,PTY,2024-02-20 07:00:00,13.0,Copa Airlines,-12.44,-12.44,1030,75,0.45,270,99,Clouds,0.0,0.0
landed,A55,PUJ,2024-02-20 08:00:00,23.0,Air Canada,-12.43,-12.43,1030,76,0.45,0,99,Clouds,0.0,0.0
landed,A51,PUJ,2024-02-20 17:00:00,16.0,Air Canada Rouge,-7.62,-7.62,1033,63,0.89,293,93,Clouds,0.0,0.0
landed,A63,PUJ,2024-02-20 14:00:00,33.0,Air Transat,-10.72,-14.57,1033,72,1.79,338,99,Clouds,0.0,0.0
landed,A63,PUJ,2024-02-20 07:00:00,29.0,Air Transat,-12.44,-12.44,1030,75,0.45,270,99,Clouds,0.0,0.0
scheduled,C74,LGA,2024-03-09 20:00:00,21.0,Air Canada,4.93,2.03,1010,72,3.58,90,100,Clouds,0.0,0.0
landed,C87,LGA,2024-03-09 06:00:00,58.0,Delta Air Lines,0.25,0.25,1022,79,0.45,90,96,Clouds,0.0,0.0
scheduled,,LGA,2024-03-09 18:00:00,21.0,Jazz,5.8,0.21,1013,58,11.83,160,100,Clouds,0.0,0.0
scheduled,,LGA,2024-03-09 20:00:00,21.0,Jazz,4.93,2.03,1010,72,3.58,90,100,Clouds,0.0,0.0
landed,A58,LHR,2024-03-09 19:00:00,48.0,Air Canada,5.21,1.09,1011,64,6.17,130,100,Clouds,0.0,0.0
landed,A55,LHR,2024-03-09 20:00:00,54.0,British Airways,4.93,2.03,1010,72,3.58,90,100,Clouds,0.0,0.0
landed,A66,LIR,2024-03-09 08:00:00,15.0,Air Canada,-0.29,-3.08,1020,80,2.24,45,100,Clouds,0.0,0.0
landed,A61,LIR,2024-03-09 11:00:00,15.0,Air Transat,2.07,-2.07,1019,74,4.54,134,100,Clouds,0.0,0.0
landed,A51,LIS,2024-03-09 20:00:00,26.0,Air Canada,4.93,2.03,1010,72,3.58,90,100,Clouds,0.0,0.0
landed,A50,LYS,2024-03-09 21:00:00,52.0,Air Canada,4.93,2.67,1009,72,2.68,135,100,Clouds,0.0,0.0
landed,A64,LYS,2024-03-09 20:00:00,24.0,Air Transat,4.93,2.03,1010,72,3.58,90,100,Clouds,0.0,0.0
landed,A61,MBJ,2024-03-09 06:00:00,5.0,Sunwing,0.25,0.25,1022,79,0.45,90,96,Clouds,0.0,0.0
active,,MCO,2024-03-09 08:00:00,,Delta Air Lines,-0.29,-3.08,1020,80,2.24,45,100,Clouds,0.0,0.0
landed,C76,MCO,2024-03-09 09:00:00,51.0,Air Canada Rouge,-0.34,-2.57,1020,82,1.79,45,100,Clouds,0.0,0.0
landed,C75,MCO,2024-03-09 13:00:00,34.0,Air Canada Rouge,4.46,1.76,1017,57,3.13,158,100,Clouds,0.0,0.0
landed,C85,MCO,2024-03-09 18:00:00,26.0,Air Canada Rouge,5.8,0.21,1013,58,11.83,160,100,Clouds,0.0,0.0
landed,C75,MCO,2024-03-09 06:00:00,34.0,Air Transat,0.25,0.25,1022,79,0.45,90,96,Clouds,0.0,0.0
landed,A59,MEX,2024-03-09 17:00:00,66.0,Air Canada,6.61,3.6,1014,53,4.47,113,100,Clouds,0.0,0.0
landed,A63,MEX,2024-03-09 23:00:00,19.0,Aeromexico,3.34,-2.02,1009,87,8.1,161,100,Rain,2.37,0.0
landed,A57,MEX,2024-03-09 09:00:00,19.0,Aeromexico,-0.34,-2.57,1020,82,1.79,45,100,Clouds,0.0,0.0
landed,C81,MIA,2024-03-09 07:00:00,61.0,American Airlines,-0.15,-1.66,1021,80,1.34,68,100,Clouds,0.0,0.0
landed,C75,MIA,2024-03-09 08:00:00,62.0,Air Canada,-0.29,-3.08,1020,80,2.24,45,100,Clouds,0.0,0.0
scheduled,C76,MIA,2024-03-09 18:00:00,210.0,Air Canada,5.8,0.21,1013,58,11.83,160,100,Clouds,0.0,0.0
landed,C86,MSP,2024-03-09 17:00:00,27.0,Air Canada,6.61,3.6,1014,53,4.47,113,100,Clouds,0.0,0.0
landed,C88,MSP,2024-03-09 07:00:00,11.0,Delta Air Lines,-0.15,-1.66,1021,80,1.34,68,100,Clouds,0.0,0.0
landed,C82,MSY,2024-03-09 07:00:00,8.0,Air Canada Rouge,-0.15,-1.66,1021,80,1.34,68,100,Clouds,0.0,0.0
landed,A63,MUC,2024-03-09 20:00:00,13.0,Lufthansa,4.93,2.03,1010,72,3.58,90,100,Clouds,0.0,0.0
landed,A57,MXP,2024-03-09 20:00:00,41.0,Air Canada,4.93,2.03,1010,72,3.58,90,100,Clouds,0.0,0.0
landed,A60,NAS,2024-03-09 09:00:00,13.0,Air Canada,-0.34,-2.57,1020,82,1.79,45,100,Clouds,0.0,0.0
active,,OPF,2024-03-09 12:00:00,22.0,Airsprint,3.85,1.78,1018,64,2.24,180,100,Clouds,0.0,0.0
landed,C85,ORD,2024-03-09 08:00:00,7.0,Air Canada,-0.29,-3.08,1020,80,2.24,45,100,Clouds,0.0,0.0
landed,C82,ORD,2024-03-09 13:00:00,18.0,Air Canada,4.46,1.76,1017,57,3.13,158,100,Clouds,0.0,0.0
scheduled,C81,ORD,2024-03-09 19:00:00,21.0,Air Canada,5.21,1.09,1011,64,6.17,130,100,Clouds,0.0,0.0
landed,,ORD,2024-03-09 19:00:00,27.0,Air Canada,5.21,1.09,1011,64,6.17,130,100,Clouds,0.0,0.0
scheduled,,ORD,2024-03-09 19:00:00,21.0,Jazz,5.21,1.09,1011,64,6.17,130,100,Clouds,0.0,0.0
landed,C82,ORD,2024-03-09 06:00:00,10.0,United Airlines,0.25,0.25,1022,79,0.45,90,96,Clouds,0.0,0.0
landed,C80,ORD,2024-03-09 16:00:00,20.0,United Airlines,6.67,2.76,1015,52,6.71,135,100,Clouds,0.0,0.0
landed,C89,PHL,2024-03-09 07:00:00,24.0,American Airlines,-0.15,-1.66,1021,80,1.34,68,100,Clouds,0.0,0.0
landed,C79,PHL,2024-03-09 12:00:00,11.0,American Airlines,3.85,1.78,1018,64,2.24,180,100,Clouds,0.0,0.0
landed,C77,PHL,2024-03-09 16:00:00,59.0,American Airlines,6.67,2.76,1015,52,6.71,135,100,Clouds,0.0,0.0
scheduled,,PHL,2024-03-09 19:00:00,140.0,Executive Jet Management,5.21,1.09,1011,64,6.17,130,100,Clouds,0.0,0.0
landed,C73,PHX,2024-03-09 08:00:00,15.0,Air Canada Rouge,-0.29,-3.08,1020,80,2.24,45,100,Clouds,0.0,0.0
landed,A68,PLS,2024-03-09 09:00:00,26.0,Air Canada,-0.34,-2.57,1020,82,1.79,45,100,Clouds,0.0,0.0
landed,A61,POP,2024-03-09 08:00:00,20.0,Air Transat,-0.29,-3.08,1020,80,2.24,45,100,Clouds,0.0,0.0
scheduled,C80,LGA,2024-03-19 15:00:00,16.0,Air Canada,-2.96,-9.57,1005,69,6.69,270,100,Clouds,0.0,0.0
scheduled,C88,LGA,2024-03-19 17:00:00,21.0,Air Canada,-1.07,-4.0,1004,63,2.24,248,91,Clouds,0.0,0.0
scheduled,C87,LGA,2024-03-19 18:00:00,21.0,Air Canada,-0.36,-4.74,1004,61,4.02,270,92,Clouds,0.0,0.0
active,C77,LGA,2024-03-19 20:00:00,17.0,Air Canada,0.05,-3.55,1002,63,3.13,293,100,Clouds,0.0,0.0
landed,C80,LGA,2024-03-19 06:00:00,20.0,Delta Air Lines,-1.14,-6.72,1003,80,5.66,310,100,Clouds,0.0,0.0
landed,C84,LGA,2024-03-19 16:00:00,14.0,Delta Air Lines,-2.13,-8.5,1005,66,6.69,260,100,Clouds,0.0,0.0
landed,C84,LGA,2024-03-19 10:00:00,60.0,Delta Air Lines,-3.65,-9.89,1004,79,5.66,280,100,Clouds,0.0,0.0
scheduled,,LGA,2024-03-19 13:00:00,31.0,Jazz,-4.29,-11.27,1005,76,6.69,270,100,Clouds,0.0,0.0
scheduled,,LGA,2024-03-19 15:00:00,21.0,Jazz,-2.96,-9.57,1005,69,6.69,270,100,Clouds,0.0,0.0
scheduled,,LGA,2024-03-19 17:00:00,,Jazz,-1.07,-4.0,1004,63,2.24,248,91,Clouds,0.0,0.0
scheduled,,LGA,2024-03-19 18:00:00,21.0,Jazz,-0.36,-4.74,1004,61,4.02,270,92,Clouds,0.0,0.0
scheduled,,LGA,2024-03-19 20:00:00,,Jazz,0.05,-3.55,1002,63,3.13,293,100,Clouds,0.0,0.0
landed,A65,LGW,2024-03-19 21:00:00,19.0,Air Transat,0.24,-4.4,1002,64,4.63,240,75,Clouds,0.0,0.0
landed,A68,LHR,2024-03-19 20:00:00,15.0,Air Canada,0.05,-3.55,1002,63,3.13,293,100,Clouds,0.0,0.0
scheduled,A66,LHR,2024-03-19 21:00:00,90.0,British Airways,0.24,-4.4,1002,64,4.63,240,75,Clouds,0.0,0.0
landed,A61,LIR,2024-03-19 08:00:00,21.0,Air Canada,-2.4,-8.59,1004,80,6.17,290,100,Clouds,0.0,0.0
landed,A68,LIR,2024-03-19 11:00:00,22.0,Air Transat,-4.01,-10.91,1005,79,6.69,260,100,Clouds,0.0,0.0
landed,A55,LIS,2024-03-19 22:00:00,82.0,Air Canada,0.51,-0.91,1002,66,1.34,293,100,Clouds,0.0,0.0
landed,A58,MBJ,2024-03-19 08:00:00,35.0,Air Canada,-2.4,-8.59,1004,80,6.17,290,100,Clouds,0.0,0.0
unknown,,MCO,2024-03-19 08:00:00,,Delta Air Lines,-2.4,-8.59,1004,80,6.17,290,100,Clouds,0.0,0.0
landed,C81,MCO,2024-03-19 09:00:00,32.0,Air Canada Rouge,-3.17,-9.57,1004,80,6.17,270,100,Clouds,0.0,0.0
landed,C75,MCO,2024-03-19 13:00:00,46.0,Air Canada Rouge,-4.29,-11.27,1005,76,6.69,270,100,Clouds,0.0,0.0
landed,C77,MCO,2024-03-19 18:00:00,10.0,Air Canada Rouge,-0.36,-4.74,1004,61,4.02,270,92,Clouds,0.0,0.0
landed,C76,MCO,2024-03-19 06:00:00,23.0,Air Transat,-1.14,-6.72,1003,80,5.66,310,100,Clouds,0.0,0.0
landed,A60,MEX,2024-03-19 18:00:00,15.0,Air Canada,-0.36,-4.74,1004,61,4.02,270,92,Clouds,0.0,0.0
landed,A67,MEX,2024-03-19 23:00:00,28.0,Aeromexico,-0.29,-0.29,1002,71,0.89,248,100,Clouds,0.0,0.0
landed,A67,MEX,2024-03-19 10:00:00,59.0,Aeromexico,-3.65,-9.89,1004,79,5.66,280,100,Clouds,0.0,0.0
