Status,Departure Gate,Arrival IATA Code,Scheduled Departure Time,Departure Delay (min),Airline Name,Temperature,Feels Like,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather Main,Rain 1h,Snow 1h
landed,A68,CUN,2024-03-14 09:00:00,33.0,Sunwing,0.63,-1.02,1015,88,1.49,350,100,Clouds,0.0,0.0
landed,A60,CUR,2024-03-14 09:00:00,18.0,Air Canada Rouge,0.63,-1.02,1015,88,1.49,350,100,Clouds,0.0,0.0
landed,,DCA,2024-03-14 08:00:00,13.0,Air Canada,1.37,1.37,1014,86,0.45,0,100,Clouds,0.0,0.0
landed,,DCA,2024-03-14 13:00:00,14.0,Air Canada,3.7,3.7,1018,77,0.89,270,100,Clouds,0.0,0.0
scheduled,C83,DCA,2024-03-14 08:00:00,13.0,Air Canada,1.37,1.37,1014,86,0.45,0,100,Clouds,0.0,0.0
active,C82,DCA,2024-03-14 13:00:00,14.0,Air Canada,3.7,3.7,1018,77,0.89,270,100,Clouds,0.0,0.0
landed,C73,DCA,2024-03-14 19:00:00,49.0,Air Canada,11.78,10.37,1018,52,1.79,203,50,Clouds,0.0,0.0
scheduled,,DCA,2024-03-14 08:00:00,21.0,Jazz,1.37,1.37,1014,86,0.45,0,100,Clouds,0.0,0.0
scheduled,,DCA,2024-03-14 13:00:00,21.0,Jazz,3.7,3.7,1018,77,0.89,270,100,Clouds,0.0,0.0
cancelled,C82,DEN,2024-03-14 08:00:00,10.0,Air Canada,1.37,1.37,1014,86,0.45,0,100,Clouds,0.0,0.0
diverted,C79,DFW,2024-03-14 15:00:00,11.0,American Airlines,7.26,5.79,1018,61,2.24,248,49,Clouds,0.0,0.0
scheduled,C79,DFW,2024-03-14 18:00:00,89.0,Air Canada,11.33,9.85,1018,51,1.34,270,62,Clouds,0.0,0.0
landed,A60,DOH,2024-03-14 21:00:00,14.0,Qatar Airways,11.77,10.33,1017,51,0.45,225,100,Clouds,0.0,0.0
scheduled,,DTW,2024-03-14 08:00:00,,empty,1.37,1.37,1014,86,0.45,0,100,Clouds,0.0,0.0
landed,,DTW,2024-03-14 08:00:00,8.0,Flightpath Charter Airways,1.37,1.37,1014,86,0.45,0,100,Clouds,0.0,0.0
landed,A67,ALG,2024-02-14 15:00:00,4.0,Air Algerie,-8.71,-15.0,1016,66,4.02,270,39,Clouds,0.0,0.0
landed,A55,AMS,2024-02-14 19:00:00,36.0,KLM,-5.46,-11.01,1014,56,4.02,293,100,Clouds,0.0,0.0
landed,C88,ATL,2024-02-14 18:00:00,43.0,Air Canada,-6.17,-11.05,1014,62,3.13,270,67,Clouds,0.0,0.0
landed,C86,ATL,2024-02-14 07:00:00,34.0,Delta Air Lines,-8.74,-15.74,1011,72,7.2,340,100,Clouds,0.0,0.0
landed,C86,ATL,2024-02-14 15:00:00,12.0,Delta Air Lines,-8.71,-15.0,1016,66,4.02,270,39,Clouds,0.0,0.0
active,A63,AZS,2024-02-14 15:00:00,18.0,Air Transat,-8.71,-15.0,1016,66,4.02,270,39,Clouds,0.0,0.0
landed,A59,BCN,2024-02-14 18:00:00,21.0,Air Canada,-6.17,-11.05,1014,62,3.13,270,67,Clouds,0.0,0.0
active,,BED,2024-02-14 11:00:00,6.0,NetJets Aviation,-10.2,-17.2,1013,72,5.41,293,34,Clouds,0.0,0.0
landed,,BFI,2024-02-14 12:00:00,31.0,Vista America,-10.51,-15.72,1015,69,2.68,270,38,Clouds,0.0,0.0
landed,A68,BGI,2024-02-14 09:00:00,29.0,Air Canada,-10.29,-14.07,1014,68,1.79,293,45,Clouds,0.0,0.0
landed,C77,BOS,2024-02-14 08:00:00,47.0,Air Canada,-9.81,-14.89,1013,71,2.68,338,64,Clouds,0.0,0.0
landed,C83,BOS,2024-02-14 13:00:00,19.0,Air Canada,-10.48,-17.48,1015,65,5.66,300,75,Clouds,0.0,0.0
landed,C73,BOS,2024-02-14 16:00:00,11.0,Air Canada,-7.86,-14.86,1015,64,9.77,280,20,Clouds,0.0,0.0
landed,A65,BRU,2024-02-14 18:00:00,14.0,Air Canada,-6.17,-11.05,1014,62,3.13,270,67,Clouds,0.0,0.0
active,A52,CCC,2024-02-14 15:00:00,12.0,Air Canada Rouge,-8.71,-15.0,1016,66,4.02,270,39,Clouds,0.0,0.0
active,A67,CCC,2024-02-14 17:00:00,37.0,Sunwing,-7.4,-14.4,1015,63,8.75,280,20,Clouds,0.0,0.0
landed,A58,CDG,2024-02-14 21:00:00,17.0,Air Canada,-4.54,-9.88,1015,51,4.02,270,93,Clouds,0.0,0.0
landed,57,CDG,2024-02-14 17:00:00,20.0,Air France,-7.4,-14.4,1015,63,8.75,280,20,Clouds,0.0,0.0
landed,A63,CDG,2024-02-14 19:00:00,96.0,Air France,-5.46,-11.01,1014,56,4.02,293,100,Clouds,0.0,0.0
landed,A59,CDG,2024-02-14 20:00:00,29.0,Air Transat,-4.6,-9.16,1015,53,3.13,315,100,Clouds,0.0,0.0
landed,C79,CLT,2024-02-14 14:00:00,16.0,American Airlines,-10.3,-14.08,1016,65,1.79,248,31,Clouds,0.0,0.0
landed,C85,CLT,2024-02-14 07:00:00,42.0,American Airlines,-8.74,-15.74,1011,72,7.2,340,100,Clouds,0.0,0.0
landed,A60,CMN,2024-02-14 20:00:00,27.0,Royal Air Maroc,-4.6,-9.16,1015,53,3.13,315,100,Clouds,0.0,0.0
landed,A67,CTG,2024-02-14 09:00:00,26.0,Air Transat,-10.29,-14.07,1014,68,1.79,293,45,Clouds,0.0,0.0
landed,A52,CUN,2024-02-14 08:00:00,42.0,Air Canada,-9.81,-14.89,1013,71,2.68,338,64,Clouds,0.0,0.0
scheduled,A59,CUN,2024-02-14 13:00:00,109.0,Flair Airlines,-10.48,-17.48,1015,65,5.66,300,75,Clouds,0.0,0.0
landed,A60,CUN,2024-02-14 17:00:00,46.0,Air Canada Rouge,-7.4,-14.4,1015,63,8.75,280,20,Clouds,0.0,0.0
landed,A68,CUN,2024-02-14 07:00:00,26.0,Air Transat,-8.74,-15.74,1011,72,7.2,340,100,Clouds,0.0,0.0
landed,A58,CUN,2024-02-14 09:00:00,32.0,Sunwing,-10.29,-14.07,1014,68,1.79,293,45,Clouds,0.0,0.0
landed,A57,CUN,2024-02-14 07:00:00,57.0,Sunwing,-8.74,-15.74,1011,72,7.2,340,100,Clouds,0.0,0.0
scheduled,A55,CYO,2024-02-14 07:00:00,60.0,Sunwing,-8.74,-15.74,1011,72,7.2,340,100,Clouds,0.0,0.0
landed,C83,DCA,2024-02-14 08:00:00,19.0,Air Canada,-9.81,-14.89,1013,71,2.68,338,64,Clouds,0.0,0.0
landed,C88,DCA,2024-02-14 13:00:00,22.0,Air Canada,-10.48,-17.48,1015,65,5.66,300,75,Clouds,0.0,0.0
landed,C77,DCA,2024-02-14 19:00:00,16.0,Air Canada,-5.46,-11.01,1014,56,4.02,293,100,Clouds,0.0,0.0
landed,A50,DEL,2024-02-14 20:00:00,14.0,Air Canada,-4.6,-9.16,1015,53,3.13,315,100,Clouds,0.0,0.0
landed,C74,DEN,2024-02-14 08:00:00,11.0,Air Canada,-9.81,-14.89,1013,71,2.68,338,64,Clouds,0.0,0.0
landed,C74,DFW,2024-02-14 18:00:00,36.0,Air Canada,-6.17,-11.05,1014,62,3.13,270,67,Clouds,0.0,0.0
landed,A64,DOH,2024-02-14 20:00:00,39.0,Qatar Airways,-4.6,-9.16,1015,53,3.13,315,100,Clouds,0.0,0.0
landed,C81,DTW,2024-02-14 13:00:00,54.0,Air Canada,-10.48,-17.48,1015,65,5.66,300,75,Clouds,0.0,0.0
landed,C88,DTW,2024-02-14 06:00:00,21.0,Delta Air Lines,-7.56,-14.56,1009,73,7.72,350,75,Snow,0.0,0.38
landed,C82,DTW,2024-02-14 13:00:00,23.0,Delta Air Lines,-10.48,-17.48,1015,65,5.66,300,75,Clouds,0.0,0.0
landed,A63,DXB,2024-02-14 09:00:00,19.0,Emirates,-10.29,-14.07,1014,68,1.79,293,45,Clouds,0.0,0.0
landed,,EWR,2024-02-14 14:00:00,26.0,Air Canada,-10.3,-14.08,1016,65,1.79,248,31,Clouds,0.0,0.0
landed,C88,EWR,2024-02-14 08:00:00,27.0,Air Canada,-9.81,-14.89,1013,71,2.68,338,64,Clouds,0.0,0.0
landed,C80,EWR,2024-02-14 13:00:00,20.0,Air Canada,-10.48,-17.48,1015,65,5.66,300,75,Clouds,0.0,0.0
landed,C80,EWR,2024-02-14 15:00:00,16.0,Air Canada,-8.71,-15.0,1016,66,4.02,270,39,Clouds,0.0,0.0
landed,C89,DTW,2024-03-01 13:00:00,50.0,Air Canada,-9.63,-13.31,1033,65,1.79,248,12,Clouds,0.0,0.0
landed,C87,DTW,2024-03-01 06:00:00,11.0,Delta Air Lines,-12.17,-12.17,1031,58,0.89,270,34,Clouds,0.0,0.0
landed,C86,DTW,2024-03-01 13:00:00,10.0,Delta Air Lines,-9.63,-13.31,1033,65,1.79,248,12,Clouds,0.0,0.0
landed,C84,DTW,2024-03-01 17:00:00,27.0,Delta Air Lines,-3.83,-6.61,1032,55,1.79,203,27,Clouds,0.0,0.0
landed,A63,DXB,2024-03-01 09:00:00,35.0,Emirates,-12.43,-15.55,1032,65,1.34,225,45,Clouds,0.0,0.0
scheduled,,EWR,2024-03-01 20:00:00,,empty,-1.38,-3.78,1030,64,1.79,248,90,Clouds,0.0,0.0
landed,C79,EWR,2024-03-01 08:00:00,43.0,Air Canada,-12.52,-15.65,1031,63,1.34,248,45,Clouds,0.0,0.0
landed,C83,EWR,2024-03-01 13:00:00,11.0,Air Canada,-9.63,-13.31,1033,65,1.79,248,12,Clouds,0.0,0.0
landed,C74,EWR,2024-03-01 15:00:00,39.0,Air Canada,-6.06,-9.18,1033,51,1.79,293,12,Clouds,0.0,0.0
scheduled,C88,EWR,2024-03-01 20:00:00,21.0,Air Canada,-1.38,-3.78,1030,64,1.79,248,90,Clouds,0.0,0.0
landed,,EWR,2024-03-01 20:00:00,28.0,Air Canada,-1.38,-3.78,1030,64,1.79,248,90,Clouds,0.0,0.0
scheduled,,EWR,2024-03-01 20:00:00,21.0,Jazz,-1.38,-3.78,1030,64,1.79,248,90,Clouds,0.0,0.0
landed,C84,EWR,2024-03-01 07:00:00,20.0,United Airlines,-12.33,-19.33,1031,61,4.79,270,13,Clouds,0.0,0.0
landed,C82,EWR,2024-03-01 11:00:00,8.0,United Airlines,-12.31,-19.31,1032,66,3.98,270,29,Clouds,0.0,0.0
landed,A55,FCO,2024-03-01 20:00:00,99.0,Air Canada,-1.38,-3.78,1030,64,1.79,248,90,Clouds,0.0,0.0
landed,A55,FDF,2024-03-01 09:00:00,16.0,Air Canada,-12.43,-15.55,1032,65,1.34,225,45,Clouds,0.0,0.0
landed,,FLL,2024-03-01 09:00:00,,Airsprint,-12.43,-15.55,1032,65,1.34,225,45,Clouds,0.0,0.0
landed,C73,FLL,2024-03-01 08:00:00,44.0,Air Canada,-12.52,-15.65,1031,63,1.34,248,45,Clouds,0.0,0.0
landed,C56,FLL,2024-03-01 13:00:00,32.0,Air Canada,-9.63,-13.31,1033,65,1.79,248,12,Clouds,0.0,0.0
landed,C82,FLL,2024-03-01 15:00:00,51.0,Flair Airlines,-6.06,-9.18,1033,51,1.79,293,12,Clouds,0.0,0.0
landed,C77,FLL,2024-03-01 07:00:00,17.0,Air Canada Rouge,-12.33,-19.33,1031,61,4.79,270,13,Clouds,0.0,0.0
landed,C77,FLL,2024-03-01 16:00:00,8.0,Air Canada Rouge,-4.48,-7.36,1033,52,1.79,203,13,Clouds,0.0,0.0
landed,C80,FLL,2024-03-01 06:00:00,21.0,Air Transat,-12.17,-12.17,1031,58,0.89,270,34,Clouds,0.0,0.0
landed,A63,FRA,2024-03-01 18:00:00,28.0,Air Canada,-2.94,-2.94,1032,57,0.89,180,34,Clouds,0.0,0.0
landed,A51,GRU,2024-03-01 21:00:00,29.0,Air Canada,0.18,0.18,1030,61,0.45,203,83,Clouds,0.0,0.0
landed,A56,GVA,2024-03-01 20:00:00,18.0,Air Canada,-1.38,-3.78,1030,64,1.79,248,90,Clouds,0.0,0.0
landed,A67,HAV,2024-03-01 18:00:00,33.0,Air Transat,-2.94,-2.94,1032,57,0.89,180,34,Clouds,0.0,0.0
landed,A65,HOG,2024-03-01 07:00:00,41.0,Air Transat,-12.33,-19.33,1031,61,4.79,270,13,Clouds,0.0,0.0
landed,A59,HOG,2024-03-01 07:00:00,25.0,Sunwing,-12.33,-19.33,1031,61,4.79,270,13,Clouds,0.0,0.0
active,,HPN,2024-03-01 07:00:00,,Flexjet,-12.33,-19.33,1031,61,4.79,270,13,Clouds,0.0,0.0
landed,C85,IAD,2024-03-01 13:00:00,21.0,Air Canada,-9.63,-13.31,1033,65,1.79,248,12,Clouds,0.0,0.0
landed,C84,IAD,2024-03-01 09:00:00,10.0,United Airlines,-12.43,-15.55,1032,65,1.34,225,45,Clouds,0.0,0.0
landed,C80,IAD,2024-03-01 18:00:00,23.0,United Airlines,-2.94,-2.94,1032,57,0.89,180,34,Clouds,0.0,0.0
landed,C76,IAH,2024-03-01 09:00:00,15.0,Air Canada,-12.43,-15.55,1032,65,1.34,225,45,Clouds,0.0,0.0
landed,A64,IST,2024-03-01 20:00:00,55.0,Turkish Airlines,-1.38,-3.78,1030,64,1.79,248,90,Clouds,0.0,0.0
landed,,JAX,2024-03-01 14:00:00,21.0,Hop-A-Jet,-7.93,-12.65,1033,58,2.68,248,11,Clouds,0.0,0.0
active,C86,JFK,2024-03-01 18:00:00,38.0,Air Canada,-2.94,-2.94,1032,57,0.89,180,34,Clouds,0.0,0.0
landed,,JFK,2024-03-01 18:00:00,39.0,Air Canada,-2.94,-2.94,1032,57,0.89,180,34,Clouds,0.0,0.0
landed,C84,JFK,2024-03-01 12:00:00,16.0,Delta Air Lines,-11.95,-11.95,1033,69,0.89,225,26,Clouds,0.0,0.0
landed,C88,JFK,2024-03-01 17:00:00,33.0,Delta Air Lines,-3.83,-6.61,1032,55,1.79,203,27,Clouds,0.0,0.0
landed,A61,DOH,2024-03-11 21:00:00,13.0,Qatar Airways,2.43,-1.31,1004,62,4.02,293,85,Clouds,0.0,0.0
landed,C85,DTW,2024-03-11 13:00:00,22.0,Air Canada,-2.79,-9.59,999,75,7.2,290,100,Clouds,0.0,0.0
landed,C87,DTW,2024-03-11 17:00:00,20.0,Delta Air Lines,-0.5,-7.5,1001,71,9.77,290,100,Clouds,0.0,0.0
landed,C87,DTW,2024-03-11 07:00:00,35.0,Delta Air Lines,-3.49,-10.49,995,86,8.23,270,100,Mist,0.0,0.0
landed,C82,DTW,2024-03-11 13:00:00,12.0,Delta Air Lines,-2.79,-9.59,999,75,7.2,290,100,Clouds,0.0,0.0
landed,A55,DXB,2024-03-11 10:00:00,36.0,Emirates,-3.78,-10.78,995,79,8.75,290,100,Clouds,0.0,0.0
scheduled,,EWR,2024-03-11 15:00:00,226.0,empty,-1.11,-7.65,999,71,7.72,280,100,Clouds,0.0,0.0
scheduled,C88,EWR,2024-03-11 08:00:00,21.0,Air Canada,-3.7,-10.7,995,82,8.75,270,75,Clouds,0.0,0.0
scheduled,C85,EWR,2024-03-11 13:00:00,156.0,Air Canada,-2.79,-9.59,999,75,7.2,290,100,Clouds,0.0,0.0
scheduled,C73,EWR,2024-03-11 15:00:00,160.0,Air Canada,-1.11,-7.65,999,71,7.72,280,100,Clouds,0.0,0.0
active,C73,EWR,2024-03-11 20:00:00,220.0,Air Canada,2.12,-1.4,1003,66,3.58,248,100,Clouds,0.0,0.0
scheduled,,EWR,2024-03-11 08:00:00,78.0,Air Canada,-3.7,-10.7,995,82,8.75,270,75,Clouds,0.0,0.0
scheduled,,EWR,2024-03-11 15:00:00,174.0,Air Canada,-1.11,-7.65,999,71,7.72,280,100,Clouds,0.0,0.0
,,EWR,2024-03-11 20:00:00,20.0,Air Canada,2.12,-1.4,1003,66,3.58,248,100,Clouds,0.0,0.0
scheduled,,EWR,2024-03-11 08:00:00,21.0,Jazz,-3.7,-10.7,995,82,8.75,270,75,Clouds,0.0,0.0
scheduled,,EWR,2024-03-11 15:00:00,174.0,Jazz,-1.11,-7.65,999,71,7.72,280,100,Clouds,0.0,0.0
scheduled,,EWR,2024-03-11 20:00:00,,Jazz,2.12,-1.4,1003,66,3.58,248,100,Clouds,0.0,0.0
landed,C80,EWR,2024-03-11 07:00:00,41.0,United Airlines,-3.49,-10.49,995,86,8.23,270,100,Mist,0.0,0.0
landed,C80,EWR,2024-03-11 11:00:00,37.0,United Airlines,-3.52,-10.52,997,76,7.72,280,100,Clouds,0.0,0.0
landed,A51,FDF,2024-03-11 09:00:00,18.0,Air Canada,-3.73,-10.73,994,84,8.23,280,100,Clouds,0.0,0.0
landed,C73,FLL,2024-03-11 08:00:00,20.0,Air Canada,-3.7,-10.7,995,82,8.75,270,75,Clouds,0.0,0.0
landed,C58,FLL,2024-03-11 14:00:00,21.0,Air Canada,-1.79,-7.81,999,72,6.17,290,100,Clouds,0.0,0.0
scheduled,C79,FLL,2024-03-11 15:00:00,106.0,Flair Airlines,-1.11,-7.65,999,71,7.72,280,100,Clouds,0.0,0.0
landed,,FLL,2024-03-11 11:00:00,61.0,Starlink Aviation,-3.52,-10.52,997,76,7.72,280,100,Clouds,0.0,0.0
landed,C75,FLL,2024-03-11 07:00:00,29.0,Air Canada Rouge,-3.49,-10.49,995,86,8.23,270,100,Mist,0.0,0.0
landed,C75,FLL,2024-03-11 16:00:00,52.0,Air Canada Rouge,-0.85,-5.65,1001,73,4.47,270,100,Clouds,0.0,0.0
landed,C77,FLL,2024-03-11 06:00:00,69.0,Air Transat,-3.56,-10.56,995,90,7.72,270,100,Mist,0.0,0.37
landed,C82,FLL,2024-03-11 16:00:00,54.0,Air Transat,-0.85,-5.65,1001,73,4.47,270,100,Clouds,0.0,0.0
landed,A66,FRA,2024-03-11 19:00:00,18.0,Air Canada,1.38,-1.56,1002,68,2.68,293,100,Clouds,0.0,0.0
landed,A61,HOG,2024-03-11 15:00:00,22.0,Air Transat,-1.11,-7.65,999,71,7.72,280,100,Clouds,0.0,0.0
scheduled,A61,HOG,2024-03-11 07:00:00,48.0,Sunwing,-3.49,-10.49,995,86,8.23,270,100,Mist,0.0,0.0
landed,C74,IAD,2024-03-11 13:00:00,10.0,Air Canada,-2.79,-9.59,999,75,7.2,290,100,Clouds,0.0,0.0
landed,C80,IAD,2024-03-11 09:00:00,32.0,United Airlines,-3.73,-10.73,994,84,8.23,280,100,Clouds,0.0,0.0
landed,C80,IAD,2024-03-11 18:00:00,22.0,United Airlines,0.18,-2.99,1002,70,2.68,293,100,Clouds,0.0,0.0
landed,C83,IAH,2024-03-11 09:00:00,10.0,Air Canada,-3.73,-10.73,994,84,8.23,280,100,Clouds,0.0,0.0
active,C74,JFK,2024-03-11 18:00:00,11.0,Air Canada,0.18,-2.99,1002,70,2.68,293,100,Clouds,0.0,0.0
scheduled,,JFK,2024-03-11 18:00:00,21.0,Air Canada,0.18,-2.99,1002,70,2.68,293,100,Clouds,0.0,0.0
landed,C87,JFK,2024-03-11 18:00:00,19.0,Delta Air Lines,0.18,-2.99,1002,70,2.68,293,100,Clouds,0.0,0.0
landed,C86,JFK,2024-03-11 12:00:00,14.0,Delta Air Lines,-3.27,-10.27,998,75,7.72,290,100,Clouds,0.0,0.0
scheduled,,JFK,2024-03-11 18:00:00,21.0,Jazz,0.18,-2.99,1002,70,2.68,293,100,Clouds,0.0,0.0
scheduled,C84,LAS,2024-03-11 19:00:00,81.0,Air Canada,1.38,-1.56,1002,68,2.68,293,100,Clouds,0.0,0.0
scheduled,,LAS,2024-03-11 09:00:00,,Delta Air Lines,-3.73,-10.73,994,84,8.23,280,100,Clouds,0.0,0.0
scheduled,C76,LAS,2024-03-11 08:00:00,91.0,Air Canada Rouge,-3.7,-10.7,995,82,8.75,270,75,Clouds,0.0,0.0
landed,A63,DXB,2024-02-28 09:00:00,44.0,Emirates,8.41,5.98,1003,91,4.14,158,100,Clouds,0.0,0.0
landed,,ERI,2024-02-28 14:00:00,55.0,L.J. Aviation,10.91,10.35,998,88,6.69,170,75,Clouds,0.0,0.0
landed,C84,EWR,2024-02-28 08:00:00,41.0,Air Canada,8.35,5.99,1003,89,3.96,160,100,Clouds,0.0,0.0
landed,C84,EWR,2024-02-28 13:00:00,42.0,Air Canada,9.5,8.42,999,90,2.24,158,97,Clouds,0.0,0.0
landed,C80,EWR,2024-02-28 15:00:00,24.0,Air Canada,11.86,11.29,996,84,8.75,150,75,Clouds,0.0,0.0
cancelled,C83,EWR,2024-02-28 20:00:00,21.0,Air Canada,12.9,12.41,989,83,3.13,135,100,Clouds,0.0,0.0
unknown,,EWR,2024-02-28 20:00:00,,Jazz,12.9,12.41,989,83,3.13,135,100,Clouds,0.0,0.0
landed,C80,EWR,2024-02-28 07:00:00,25.0,United Airlines,8.73,5.25,1003,85,7.2,170,100,Clouds,0.0,0.0
landed,C80,EWR,2024-02-28 11:00:00,58.0,United Airlines,8.48,5.37,1001,91,5.83,162,100,Clouds,0.0,0.0
landed,A57,FCO,2024-02-28 20:00:00,58.0,Air Canada,12.9,12.41,989,83,3.13,135,100,Clouds,0.0,0.0
landed,A64,FDF,2024-02-28 09:00:00,17.0,Air Canada,8.41,5.98,1003,91,4.14,158,100,Clouds,0.0,0.0
landed,C56,FLL,2024-02-28 08:00:00,96.0,Air Canada,8.35,5.99,1003,89,3.96,160,100,Clouds,0.0,0.0
landed,C58,FLL,2024-02-28 13:00:00,22.0,Air Canada,9.5,8.42,999,90,2.24,158,97,Clouds,0.0,0.0
scheduled,C84,FLL,2024-02-28 15:00:00,88.0,Flair Airlines,11.86,11.29,996,84,8.75,150,75,Clouds,0.0,0.0
landed,C75,FLL,2024-02-28 07:00:00,4.0,Air Canada Rouge,8.73,5.25,1003,85,7.2,170,100,Clouds,0.0,0.0
landed,C75,FLL,2024-02-28 16:00:00,7.0,Air Canada Rouge,12.55,12.03,995,83,8.75,140,100,Clouds,0.0,0.0
landed,C58,FLL,2024-02-28 06:00:00,17.0,Air Transat,9.56,5.91,1003,72,8.75,170,100,Rain,0.14,0.0
landed,C77,FLL,2024-02-28 16:00:00,24.0,Air Transat,12.55,12.03,995,83,8.75,140,100,Clouds,0.0,0.0
landed,A52,FRA,2024-02-28 18:00:00,63.0,Air Canada,12.49,11.99,993,84,7.47,169,88,Clouds,0.0,0.0
landed,A64,GRU,2024-02-28 21:00:00,64.0,Air Canada,13.19,12.76,988,84,2.24,158,70,Clouds,0.0,0.0
landed,,HPN,2024-02-28 08:00:00,8.0,Flexjet,8.35,5.99,1003,89,3.96,160,100,Clouds,0.0,0.0
landed,C73,IAD,2024-02-28 13:00:00,26.0,Air Canada,9.5,8.42,999,90,2.24,158,97,Clouds,0.0,0.0
landed,C80,IAD,2024-02-28 09:00:00,19.0,United Airlines,8.41,5.98,1003,91,4.14,158,100,Clouds,0.0,0.0
landed,C80,IAD,2024-02-28 18:00:00,49.0,United Airlines,12.49,11.99,993,84,7.47,169,88,Clouds,0.0,0.0
scheduled,C75,IAH,2024-02-28 09:00:00,71.0,Air Canada,8.41,5.98,1003,91,4.14,158,100,Clouds,0.0,0.0
scheduled,A60,IST,2024-02-28 20:00:00,307.0,Turkish Airlines,12.9,12.41,989,83,3.13,135,100,Clouds,0.0,0.0
active,C85,JFK,2024-02-28 18:00:00,38.0,Air Canada,12.49,11.99,993,84,7.47,169,88,Clouds,0.0,0.0
landed,,JFK,2024-02-28 18:00:00,38.0,Air Canada,12.49,11.99,993,84,7.47,169,88,Clouds,0.0,0.0
landed,C88,JFK,2024-02-28 12:00:00,18.0,Delta Air Lines,8.83,8.02,1000,90,1.79,135,100,Clouds,0.0,0.0
landed,C82,JFK,2024-02-28 17:00:00,22.0,Delta Air Lines,12.65,12.11,993,82,10.8,170,100,Clouds,0.0,0.0
scheduled,,JFK,2024-02-28 18:00:00,21.0,Jazz,12.49,11.99,993,84,7.47,169,88,Clouds,0.0,0.0
landed,C76,LAS,2024-02-28 08:00:00,15.0,Air Canada Rouge,8.35,5.99,1003,89,3.96,160,100,Clouds,0.0,0.0
landed,C56,LAX,2024-02-28 17:00:00,20.0,Air Canada,12.65,12.11,993,82,10.8,170,100,Clouds,0.0,0.0
landed,C83,LGA,2024-02-28 07:00:00,15.0,American Airlines,8.73,5.25,1003,85,7.2,170,100,Clouds,0.0,0.0
landed,C81,LGA,2024-02-28 10:00:00,23.0,American Airlines,8.27,5.39,1002,91,5.09,158,100,Clouds,0.0,0.0
landed,C81,LGA,2024-02-28 17:00:00,26.0,American Airlines,12.65,12.11,993,82,10.8,170,100,Clouds,0.0,0.0
scheduled,,LGA,2024-02-28 18:00:00,67.0,Air Canada,12.49,11.99,993,84,7.47,169,88,Clouds,0.0,0.0
active,,LGA,2024-02-28 20:00:00,21.0,Air Canada,12.9,12.41,989,83,3.13,135,100,Clouds,0.0,0.0
landed,C74,LGA,2024-02-28 08:00:00,25.0,Air Canada,8.35,5.99,1003,89,3.96,160,100,Clouds,0.0,0.0
landed,C74,LGA,2024-02-28 13:00:00,21.0,Air Canada,9.5,8.42,999,90,2.24,158,97,Clouds,0.0,0.0
landed,C85,LGA,2024-02-28 15:00:00,24.0,Air Canada,11.86,11.29,996,84,8.75,150,75,Clouds,0.0,0.0
landed,C74,LGA,2024-02-28 17:00:00,20.0,Air Canada,12.65,12.11,993,82,10.8,170,100,Clouds,0.0,0.0
landed,A65,ALG,2024-04-08 16:00:00,20.0,Air Algerie,13.44,12.15,1019,50,1.79,270,0,Clear,0.0,0.0
active,A57,AMM,2024-04-08 13:00:00,33.0,Royal Jordanian,6.85,6.85,1021,69,0.89,248,0,Clear,0.0,0.0
landed,A64,AMS,2024-04-08 22:00:00,10.0,Air Canada,16.92,15.58,1016,35,1.79,270,100,Clouds,0.0,0.0
landed,A57,AMS,2024-04-08 18:00:00,23.0,KLM,16.72,15.36,1018,35,2.68,270,2,Clear,0.0,0.0
landed,C73,ATL,2024-04-08 18:00:00,27.0,Air Canada,16.72,15.36,1018,35,2.68,270,2,Clear,0.0,0.0
landed,C86,ATL,2024-04-08 13:00:00,15.0,Delta Air Lines,6.85,6.85,1021,69,0.89,248,0,Clear,0.0,0.0
landed,C84,ATL,2024-04-08 07:00:00,22.0,Delta Air Lines,2.93,2.93,1020,78,0.65,270,0,Clear,0.0,0.0
landed,C84,ATL,2024-04-08 18:00:00,31.0,Delta Air Lines,16.72,15.36,1018,35,2.68,270,2,Clear,0.0,0.0
landed,A51,BCN,2024-04-08 20:00:00,16.0,Air Canada,15.78,14.38,1016,37,0.89,225,99,Clouds,0.0,0.0
active,,BED,2024-04-08 15:00:00,49.0,Flexjet,11.15,9.78,1020,56,0.45,225,0,Clear,0.0,0.0
landed,A55,BOG,2024-04-08 23:00:00,15.0,SA AVIANCA,15.56,14.19,1016,39,0.89,248,100,Clouds,0.0,0.0
landed,C76,BOS,2024-04-08 16:00:00,33.0,Air Canada,13.44,12.15,1019,50,1.79,270,0,Clear,0.0,0.0
landed,C73,BOS,2024-04-08 08:00:00,17.0,Air Canada,3.03,3.03,1020,76,1.1,222,0,Clear,0.0,0.0
landed,C77,BOS,2024-04-08 13:00:00,17.0,Air Canada,6.85,6.85,1021,69,0.89,248,0,Clear,0.0,0.0
landed,C81,BOS,2024-04-08 18:00:00,58.0,Air Canada,16.72,15.36,1018,35,2.68,270,2,Clear,0.0,0.0
landed,A61,BRU,2024-04-08 17:00:00,37.0,Air Canada,15.61,14.24,1019,39,2.24,203,0,Clear,0.0,0.0
active,A67,CCC,2024-04-08 16:00:00,31.0,Air Transat,13.44,12.15,1019,50,1.79,270,0,Clear,0.0,0.0
