Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number,Timestamp,Temperature,Feels Like,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather Main,Weather Description,Rain 1h,Snow 1h
active,YUL,C73,EWR,2024-02-21 20:00:00,,42.0,Air Canada,AC8946,2024-02-21 20:00:00,2.1,-2.44,1023,60,5.29,163,22,Clouds,few clouds,0.0,0.0
landed,YUL,,EWR,2024-02-21 20:00:00,2024-02-21 20:00:00,43.0,Air Canada,AC946,2024-02-21 20:00:00,2.1,-2.44,1023,60,5.29,163,22,Clouds,few clouds,0.0,0.0
scheduled,YUL,,EWR,2024-02-21 20:00:00,,,Jazz,QK946,2024-02-21 20:00:00,2.1,-2.44,1023,60,5.29,163,22,Clouds,few clouds,0.0,0.0
landed,YUL,C80,EWR,2024-02-21 07:00:00,2024-02-21 07:00:00,36.0,United Airlines,UA3456,2024-02-21 07:00:00,-11.76,-11.76,1032,87,0.89,0,73,Clouds,broken clouds,0.0,0.0
landed,YUL,C80,EWR,2024-02-21 11:00:00,2024-02-21 11:00:00,22.0,United Airlines,UA3680,2024-02-21 11:00:00,-13.21,-13.21,1030,86,0.45,23,77,Clouds,broken clouds,0.0,0.0
landed,YUL,A60,FCO,2024-02-21 20:00:00,2024-02-21 21:00:00,48.0,Air Canada,AC892,2024-02-21 20:00:00,2.1,-2.44,1023,60,5.29,163,22,Clouds,few clouds,0.0,0.0
landed,YUL,A57,FDF,2024-02-21 09:00:00,2024-02-21 09:00:00,21.0,Air Canada,AC954,2024-02-21 09:00:00,-12.77,-15.93,1031,86,1.34,45,76,Clouds,broken clouds,0.0,0.0
scheduled,YUL,,FLL,2024-02-21 15:00:00,2024-02-21 19:00:00,249.0,empty,,2024-02-21 15:00:00,-7.32,-7.32,1029,78,0.89,23,66,Clouds,broken clouds,0.0,0.0
landed,YUL,C56,FLL,2024-02-21 08:00:00,2024-02-21 09:00:00,35.0,Air Canada,AC1002,2024-02-21 08:00:00,-12.6,-15.74,1032,86,1.34,68,68,Clouds,broken clouds,0.0,0.0
landed,YUL,C56,FLL,2024-02-21 13:00:00,2024-02-21 14:00:00,31.0,Air Canada,AC1004,2024-02-21 13:00:00,-12.07,-15.14,1030,84,1.34,45,57,Clouds,broken clouds,0.0,0.0
scheduled,YUL,C86,FLL,2024-02-21 15:00:00,2024-02-21 18:00:00,142.0,Flair Airlines,F81100,2024-02-21 15:00:00,-7.32,-7.32,1029,78,0.89,23,66,Clouds,broken clouds,0.0,0.0
landed,YUL,C76,FLL,2024-02-21 07:00:00,2024-02-21 08:00:00,30.0,Air Canada Rouge,RV1600,2024-02-21 07:00:00,-11.76,-11.76,1032,87,0.89,0,73,Clouds,broken clouds,0.0,0.0
landed,YUL,C77,FLL,2024-02-21 16:00:00,2024-02-21 16:00:00,35.0,Air Canada Rouge,RV1606,2024-02-21 16:00:00,-3.13,-3.13,1028,71,0.89,338,56,Clouds,broken clouds,0.0,0.0
landed,YUL,C83,FLL,2024-02-21 06:00:00,2024-02-21 07:00:00,30.0,Air Transat,TS2844,2024-02-21 06:00:00,-10.94,-10.94,1032,85,0.89,68,56,Clouds,broken clouds,0.0,0.0
landed,YUL,C82,FLL,2024-02-21 16:00:00,2024-02-21 16:00:00,29.0,Air Transat,TS2846,2024-02-21 16:00:00,-3.13,-3.13,1028,71,0.89,338,56,Clouds,broken clouds,0.0,0.0
landed,YUL,A52,FRA,2024-02-21 18:00:00,2024-02-21 18:00:00,39.0,Air Canada,AC844,2024-02-21 18:00:00,0.45,-0.98,1025,63,1.34,23,51,Clouds,broken clouds,0.0,0.0
landed,YUL,A56,GRU,2024-02-21 21:00:00,2024-02-21 21:00:00,28.0,Air Canada,AC96,2024-02-21 21:00:00,3.15,-1.19,1023,57,5.42,163,18,Clouds,few clouds,0.0,0.0
landed,YUL,C77,IAD,2024-02-21 13:00:00,2024-02-21 13:00:00,28.0,Air Canada,AC8723,2024-02-21 13:00:00,-12.07,-15.14,1030,84,1.34,45,57,Clouds,broken clouds,0.0,0.0
landed,YUL,C80,IAD,2024-02-21 09:00:00,2024-02-21 09:00:00,35.0,United Airlines,UA3413,2024-02-21 09:00:00,-12.77,-15.93,1031,86,1.34,45,76,Clouds,broken clouds,0.0,0.0
landed,YUL,C80,IAD,2024-02-21 18:00:00,2024-02-21 19:00:00,31.0,United Airlines,UA3574,2024-02-21 18:00:00,0.45,-0.98,1025,63,1.34,23,51,Clouds,broken clouds,0.0,0.0
scheduled,YUL,,ILM,2024-02-21 08:00:00,,,Starlink Aviation,Q4324,2024-02-21 08:00:00,-12.6,-15.74,1032,86,1.34,68,68,Clouds,broken clouds,0.0,0.0
landed,YUL,A66,IST,2024-02-21 20:00:00,2024-02-21 21:00:00,52.0,Turkish Airlines,TK36,2024-02-21 20:00:00,2.1,-2.44,1023,60,5.29,163,22,Clouds,few clouds,0.0,0.0
active,YUL,C73,JFK,2024-02-21 18:00:00,,17.0,Air Canada,AC8898,2024-02-21 18:00:00,0.45,-0.98,1025,63,1.34,23,51,Clouds,broken clouds,0.0,0.0
landed,YUL,,JFK,2024-02-21 18:00:00,2024-02-21 19:00:00,18.0,Air Canada,AC898,2024-02-21 18:00:00,0.45,-0.98,1025,63,1.34,23,51,Clouds,broken clouds,0.0,0.0
landed,YUL,C87,JFK,2024-02-21 12:00:00,2024-02-21 12:00:00,12.0,Delta Air Lines,DL5088,2024-02-21 12:00:00,-13.56,-19.19,1030,85,2.57,10,20,Clouds,few clouds,0.0,0.0
landed,YUL,C87,JFK,2024-02-21 17:00:00,2024-02-21 18:00:00,11.0,Delta Air Lines,DL5151,2024-02-21 17:00:00,0.48,-6.32,1026,57,9.77,160,0,Clear,clear sky,0.0,0.0
scheduled,YUL,,JFK,2024-02-21 18:00:00,,21.0,Jazz,QK898,2024-02-21 18:00:00,0.45,-0.98,1025,63,1.34,23,51,Clouds,broken clouds,0.0,0.0
landed,YUL,C82,LAS,2024-02-21 08:00:00,2024-02-21 09:00:00,77.0,Air Canada Rouge,RV1707,2024-02-21 08:00:00,-12.6,-15.74,1032,86,1.34,68,68,Clouds,broken clouds,0.0,0.0
landed,YUL,C56,LAX,2024-02-21 17:00:00,2024-02-21 17:00:00,21.0,Air Canada,AC781,2024-02-21 17:00:00,0.48,-6.32,1026,57,9.77,160,0,Clear,clear sky,0.0,0.0
landed,YUL,C79,LGA,2024-02-21 07:00:00,2024-02-21 07:00:00,28.0,American Airlines,AA4469,2024-02-21 07:00:00,-11.76,-11.76,1032,87,0.89,0,73,Clouds,broken clouds,0.0,0.0
landed,YUL,C81,LGA,2024-02-21 10:00:00,2024-02-21 10:00:00,6.0,American Airlines,AA4550,2024-02-21 10:00:00,-13.14,-13.14,1031,87,0.89,68,71,Clouds,broken clouds,0.0,0.0
landed,YUL,C81,LGA,2024-02-21 17:00:00,2024-02-21 18:00:00,25.0,American Airlines,AA4772,2024-02-21 17:00:00,0.48,-6.32,1026,57,9.77,160,0,Clear,clear sky,0.0,0.0
landed,YUL,,LGA,2024-02-21 18:00:00,2024-02-21 18:00:00,12.0,Air Canada,AC644,2024-02-21 18:00:00,0.45,-0.98,1025,63,1.34,23,51,Clouds,broken clouds,0.0,0.0
landed,YUL,,LGA,2024-02-21 20:00:00,2024-02-21 20:00:00,14.0,Air Canada,AC646,2024-02-21 20:00:00,2.1,-2.44,1023,60,5.29,163,22,Clouds,few clouds,0.0,0.0
landed,YUL,C73,LGA,2024-02-21 08:00:00,2024-02-21 08:00:00,35.0,Air Canada,AC8634,2024-02-21 08:00:00,-12.6,-15.74,1032,86,1.34,68,68,Clouds,broken clouds,0.0,0.0
landed,YUL,C85,LGA,2024-02-21 13:00:00,2024-02-21 13:00:00,14.0,Air Canada,AC8638,2024-02-21 13:00:00,-12.07,-15.14,1030,84,1.34,45,57,Clouds,broken clouds,0.0,0.0
landed,YUL,A60,ALG,2024-04-22 16:00:00,2024-04-22 16:00:00,16.0,Air Algerie,AH2701,2024-04-22 16:00:00,3.54,2.52,1020,42,1.34,293,4,Clear,clear sky,0.0,0.0
active,YUL,A59,AMM,2024-04-22 13:00:00,2024-04-22 14:00:00,22.0,Royal Jordanian,RJ272,2024-04-22 13:00:00,-0.01,-3.63,1019,46,3.13,270,7,Clear,clear sky,0.0,0.0
active,YUL,A58,AMS,2024-04-22 18:00:00,2024-04-22 19:00:00,22.0,KLM,KL672,2024-04-22 18:00:00,5.47,2.68,1019,39,3.58,248,8,Clear,clear sky,0.0,0.0
landed,YUL,C74,ATL,2024-04-22 18:00:00,2024-04-22 19:00:00,41.0,Air Canada,AC8569,2024-04-22 18:00:00,5.47,2.68,1019,39,3.58,248,8,Clear,clear sky,0.0,0.0
landed,YUL,C86,ATL,2024-04-22 18:00:00,2024-04-22 18:00:00,4.0,Delta Air Lines,DL2176,2024-04-22 18:00:00,5.47,2.68,1019,39,3.58,248,8,Clear,clear sky,0.0,0.0
landed,YUL,C84,ATL,2024-04-22 07:00:00,2024-04-22 07:00:00,27.0,Delta Air Lines,DL2185,2024-04-22 07:00:00,-0.75,-2.34,1015,66,1.34,270,0,Clear,clear sky,0.0,0.0
landed,YUL,C86,ATL,2024-04-22 13:00:00,2024-04-22 14:00:00,27.0,Delta Air Lines,DL2752,2024-04-22 13:00:00,-0.01,-3.63,1019,46,3.13,270,7,Clear,clear sky,0.0,0.0
active,YUL,A66,BCN,2024-04-22 20:00:00,2024-04-22 20:00:00,14.0,Air Canada,AC822,2024-04-22 20:00:00,7.28,4.43,1018,40,4.47,293,89,Clouds,overcast clouds,0.0,0.0
active,YUL,A56,BCN,2024-04-22 23:00:00,,,Air Transat,TS260,2024-04-22 23:00:00,8.05,6.72,1017,42,2.24,203,70,Clouds,broken clouds,0.0,0.0
active,YUL,A64,BOG,2024-04-22 23:00:00,2024-04-22 23:00:00,11.0,SA AVIANCA,AV201,2024-04-22 23:00:00,8.05,6.72,1017,42,2.24,203,70,Clouds,broken clouds,0.0,0.0
landed,YUL,C82,BOS,2024-04-22 16:00:00,2024-04-22 17:00:00,24.0,Air Canada,AC752,2024-04-22 16:00:00,3.54,2.52,1020,42,1.34,293,4,Clear,clear sky,0.0,0.0
landed,YUL,C73,BOS,2024-04-22 08:00:00,2024-04-22 08:00:00,20.0,Air Canada,AC8604,2024-04-22 08:00:00,-1.38,-1.38,1016,67,0.89,293,0,Clear,clear sky,0.0,0.0
landed,YUL,C82,BOS,2024-04-22 13:00:00,2024-04-22 14:00:00,92.0,Air Canada,AC8606,2024-04-22 13:00:00,-0.01,-3.63,1019,46,3.13,270,7,Clear,clear sky,0.0,0.0
landed,YUL,C73,BOS,2024-04-22 18:00:00,2024-04-22 19:00:00,31.0,Air Canada,AC8608,2024-04-22 18:00:00,5.47,2.68,1019,39,3.58,248,8,Clear,clear sky,0.0,0.0
scheduled,YUL,A52,BRU,2024-04-22 21:00:00,2024-04-22 21:00:00,281.0,Air Canada,AC832,2024-04-22 21:00:00,8.02,6.35,1018,40,2.68,225,90,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,A57,CCC,2024-04-22 06:00:00,2024-04-22 06:00:00,21.0,Sunwing,WG6106,2024-04-22 06:00:00,0.17,0.17,1015,69,0.45,270,95,Clouds,overcast clouds,0.0,0.0
active,YUL,A64,CDG,2024-04-22 20:00:00,2024-04-22 20:00:00,31.0,Air Canada,AC870,2024-04-22 20:00:00,7.28,4.43,1018,40,4.47,293,89,Clouds,overcast clouds,0.0,0.0
active,YUL,A63,CDG,2024-04-22 18:00:00,2024-04-22 18:00:00,31.0,Air Canada,AC874,2024-04-22 18:00:00,5.47,2.68,1019,39,3.58,248,8,Clear,clear sky,0.0,0.0
landed,YUL,A55,CDG,2024-04-22 17:00:00,2024-04-22 17:00:00,13.0,Air France,AF345,2024-04-22 17:00:00,4.55,1.56,1020,40,3.58,293,4,Clear,clear sky,0.0,0.0
active,YUL,A57,CDG,2024-04-22 19:00:00,2024-04-22 19:00:00,22.0,Air France,AF347,2024-04-22 19:00:00,6.31,3.99,1019,40,3.13,270,98,Clouds,overcast clouds,0.0,0.0
active,YUL,A68,CDG,2024-04-22 20:00:00,2024-04-22 20:00:00,30.0,Air Transat,TS110,2024-04-22 20:00:00,7.28,4.43,1018,40,4.47,293,89,Clouds,overcast clouds,0.0,0.0
landed,YUL,C79,CLT,2024-04-22 14:00:00,2024-04-22 14:00:00,14.0,American Airlines,AA5350,2024-04-22 14:00:00,0.7,-1.37,1020,47,1.79,338,6,Clear,clear sky,0.0,0.0
landed,YUL,C83,CLT,2024-04-22 07:00:00,2024-04-22 07:00:00,22.0,American Airlines,AA5679,2024-04-22 07:00:00,-0.75,-2.34,1015,66,1.34,270,0,Clear,clear sky,0.0,0.0
scheduled,YUL,A67,CMN,2024-04-22 21:00:00,,,Royal Air Maroc,AT209,2024-04-22 21:00:00,8.02,6.35,1018,40,2.68,225,90,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,A67,CMN,2024-04-22 21:00:00,,85.0,Wamos Air,EB209,2024-04-22 21:00:00,8.02,6.35,1018,40,2.68,225,90,Clouds,overcast clouds,0.0,0.0
landed,YUL,A55,CUN,2024-04-22 08:00:00,2024-04-22 08:00:00,13.0,Air Canada,AC926,2024-04-22 08:00:00,-1.38,-1.38,1016,67,0.89,293,0,Clear,clear sky,0.0,0.0
landed,YUL,A51,CUN,2024-04-22 13:00:00,2024-04-22 13:00:00,19.0,Flair Airlines,F82100,2024-04-22 13:00:00,-0.01,-3.63,1019,46,3.13,270,7,Clear,clear sky,0.0,0.0
landed,YUL,A65,CUN,2024-04-22 17:00:00,2024-04-22 17:00:00,6.0,Air Canada Rouge,RV1884,2024-04-22 17:00:00,4.55,1.56,1020,40,3.58,293,4,Clear,clear sky,0.0,0.0
landed,YUL,A64,CUN,2024-04-22 07:00:00,2024-04-22 07:00:00,9.0,Air Transat,TS2538,2024-04-22 07:00:00,-0.75,-2.34,1015,66,1.34,270,0,Clear,clear sky,0.0,0.0
landed,YUL,A64,CUN,2024-04-22 14:00:00,2024-04-22 14:00:00,33.0,Air Transat,TS938,2024-04-22 14:00:00,0.7,-1.37,1020,47,1.79,338,6,Clear,clear sky,0.0,0.0
landed,YUL,A59,CUN,2024-04-22 09:00:00,2024-04-22 09:00:00,17.0,Sunwing,WG5163,2024-04-22 09:00:00,-2.08,-2.08,1017,67,0.45,293,0,Clear,clear sky,0.0,0.0
landed,YUL,A64,CZM,2024-04-22 09:00:00,2024-04-22 09:00:00,1.0,Air Canada Rouge,RV1748,2024-04-22 09:00:00,-2.08,-2.08,1017,67,0.45,293,0,Clear,clear sky,0.0,0.0
landed,YUL,C74,DCA,2024-04-22 08:00:00,2024-04-22 08:00:00,18.0,Air Canada,AC8821,2024-04-22 08:00:00,-1.38,-1.38,1016,67,0.89,293,0,Clear,clear sky,0.0,0.0
landed,YUL,C77,DCA,2024-04-22 13:00:00,2024-04-22 14:00:00,35.0,Air Canada,AC8823,2024-04-22 13:00:00,-0.01,-3.63,1019,46,3.13,270,7,Clear,clear sky,0.0,0.0
landed,YUL,C88,DCA,2024-04-22 19:00:00,2024-04-22 20:00:00,11.0,Air Canada,AC8825,2024-04-22 19:00:00,6.31,3.99,1019,40,3.13,270,98,Clouds,overcast clouds,0.0,0.0
active,YUL,A60,DEL,2024-04-22 21:00:00,2024-04-22 22:00:00,17.0,Air Canada,AC50,2024-04-22 21:00:00,8.02,6.35,1018,40,2.68,225,90,Clouds,overcast clouds,0.0,0.0
landed,YUL,C79,DEN,2024-04-22 08:00:00,2024-04-22 08:00:00,35.0,Air Canada,AC1073,2024-04-22 08:00:00,-1.38,-1.38,1016,67,0.89,293,0,Clear,clear sky,0.0,0.0
landed,YUL,C81,DFW,2024-04-22 15:00:00,2024-04-22 16:00:00,38.0,American Airlines,AA1964,2024-04-22 15:00:00,2.36,-1.1,1020,44,3.58,293,5,Clear,clear sky,0.0,0.0
scheduled,YUL,C76,DFW,2024-04-22 19:00:00,2024-04-22 20:00:00,60.0,Air Canada,AC1071,2024-04-22 19:00:00,6.31,3.99,1019,40,3.13,270,98,Clouds,overcast clouds,0.0,0.0
active,YUL,A57,DOH,2024-04-22 21:00:00,2024-04-22 22:00:00,56.0,Qatar Airways,QR764,2024-04-22 21:00:00,8.02,6.35,1018,40,2.68,225,90,Clouds,overcast clouds,0.0,0.0
landed,YUL,C83,DTW,2024-04-22 13:00:00,2024-04-22 13:00:00,32.0,Air Canada,AC8581,2024-04-22 13:00:00,-0.01,-3.63,1019,46,3.13,270,7,Clear,clear sky,0.0,0.0
landed,YUL,C84,DTW,2024-04-22 13:00:00,2024-04-22 13:00:00,19.0,Delta Air Lines,DL3661,2024-04-22 13:00:00,-0.01,-3.63,1019,46,3.13,270,7,Clear,clear sky,0.0,0.0
active,YUL,A61,ALG,2024-02-03 15:00:00,2024-02-03 15:00:00,24.0,Air Algerie,AH2701,2024-02-03 15:00:00,-6.65,-6.65,1023,90,1.06,0,63,Clouds,broken clouds,0.0,0.0
landed,YUL,C87,ATL,2024-02-03 18:00:00,2024-02-03 18:00:00,15.0,Air Canada,AC8569,2024-02-03 18:00:00,-4.35,-4.35,1023,75,0.89,315,83,Clouds,broken clouds,0.0,0.0
landed,YUL,C84,ATL,2024-02-03 07:00:00,2024-02-03 07:00:00,24.0,Delta Air Lines,DL1345,2024-02-03 07:00:00,-12.56,-17.26,1023,97,2.1,8,93,Clouds,overcast clouds,0.0,0.0
landed,YUL,C86,ATL,2024-02-03 15:00:00,2024-02-03 15:00:00,12.0,Delta Air Lines,DL697,2024-02-03 15:00:00,-6.65,-6.65,1023,90,1.06,0,63,Clouds,broken clouds,0.0,0.0
active,YUL,A59,AZS,2024-02-03 14:00:00,2024-02-03 15:00:00,18.0,Air Canada Rouge,RV1744,2024-02-03 14:00:00,-9.72,-9.72,1024,93,1.13,17,53,Clouds,broken clouds,0.0,0.0
active,YUL,,BCT,2024-02-03 10:00:00,2024-02-03 09:00:00,,Airsprint,,2024-02-03 10:00:00,-15.82,-19.7,1023,97,1.46,8,63,Clouds,broken clouds,0.0,0.0
landed,YUL,A56,BOG,2024-02-03 21:00:00,2024-02-03 22:00:00,45.0,Air Canada,AC98,2024-02-03 21:00:00,-3.22,-6.29,1021,70,2.06,330,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,,BOS,2024-02-03 19:00:00,2024-02-03 19:00:00,8.0,VistaJet,,2024-02-03 19:00:00,-3.98,-3.98,1022,73,0.89,248,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,C75,BOS,2024-02-03 08:00:00,2024-02-03 08:00:00,36.0,Air Canada,AC8604,2024-02-03 08:00:00,-13.71,-18.43,1023,96,2.0,13,84,Clouds,broken clouds,0.0,0.0
landed,YUL,C73,BOS,2024-02-03 13:00:00,2024-02-03 13:00:00,21.0,Air Canada,AC8606,2024-02-03 13:00:00,-8.52,-11.55,1023,86,1.54,350,75,Clouds,broken clouds,0.0,0.0
landed,YUL,A52,BRU,2024-02-03 18:00:00,2024-02-03 19:00:00,41.0,Air Canada,AC832,2024-02-03 18:00:00,-4.35,-4.35,1023,75,0.89,315,83,Clouds,broken clouds,0.0,0.0
cancelled,YUL,,BUF,2024-02-03 10:00:00,,,empty,,2024-02-03 10:00:00,-15.82,-19.7,1023,97,1.46,8,63,Clouds,broken clouds,0.0,0.0
landed,YUL,,BUF,2024-02-03 10:00:00,2024-02-03 08:00:00,,Starlink Aviation,Q4420,2024-02-03 10:00:00,-15.82,-19.7,1023,97,1.46,8,63,Clouds,broken clouds,0.0,0.0
active,YUL,A67,CCC,2024-02-03 14:00:00,2024-02-03 15:00:00,17.0,Air Transat,TS856,2024-02-03 14:00:00,-9.72,-9.72,1024,93,1.13,17,53,Clouds,broken clouds,0.0,0.0
scheduled,YUL,A61,CCC,2024-02-03 17:00:00,2024-02-03 19:00:00,167.0,Sunwing,WG606,2024-02-03 17:00:00,-5.09,-5.09,1023,76,0.89,23,78,Clouds,broken clouds,0.0,0.0
landed,YUL,A52,CDG,2024-02-03 21:00:00,2024-02-03 21:00:00,28.0,Air Canada,AC870,2024-02-03 21:00:00,-3.22,-6.29,1021,70,2.06,330,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,A55,CDG,2024-02-03 17:00:00,2024-02-03 17:00:00,38.0,Air France,AF345,2024-02-03 17:00:00,-5.09,-5.09,1023,76,0.89,23,78,Clouds,broken clouds,0.0,0.0
landed,YUL,A63,CDG,2024-02-03 19:00:00,2024-02-03 19:00:00,24.0,Air France,AF347,2024-02-03 19:00:00,-3.98,-3.98,1022,73,0.89,248,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,A67,CDG,2024-02-03 20:00:00,2024-02-03 20:00:00,25.0,Air Transat,TS110,2024-02-03 20:00:00,-3.25,-3.25,1021,71,0.89,248,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,C81,CLT,2024-02-03 14:00:00,2024-02-03 14:00:00,5.0,American Airlines,AA5029,2024-02-03 14:00:00,-9.72,-9.72,1024,93,1.13,17,53,Clouds,broken clouds,0.0,0.0
landed,YUL,C83,CLT,2024-02-03 07:00:00,2024-02-03 08:00:00,46.0,American Airlines,AA5037,2024-02-03 07:00:00,-12.56,-17.26,1023,97,2.1,8,93,Clouds,overcast clouds,0.0,0.0
active,YUL,C75,CLT,2024-02-03 08:00:00,,347.0,American Airlines,AA9976,2024-02-03 08:00:00,-13.71,-18.43,1023,96,2.0,13,84,Clouds,broken clouds,0.0,0.0
landed,YUL,A58,CMN,2024-02-03 20:00:00,2024-02-03 21:00:00,52.0,Royal Air Maroc,AT209,2024-02-03 20:00:00,-3.25,-3.25,1021,71,0.89,248,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,A60,CTG,2024-02-03 09:00:00,2024-02-03 10:00:00,36.0,Air Transat,TS198,2024-02-03 09:00:00,-14.99,-19.11,1023,97,1.61,11,74,Clouds,broken clouds,0.0,0.0
landed,YUL,A55,CUN,2024-02-03 08:00:00,2024-02-03 08:00:00,23.0,Air Canada,AC926,2024-02-03 08:00:00,-13.71,-18.43,1023,96,2.0,13,84,Clouds,broken clouds,0.0,0.0
landed,YUL,A66,CUN,2024-02-03 13:00:00,2024-02-03 13:00:00,12.0,Flair Airlines,F82100,2024-02-03 13:00:00,-8.52,-11.55,1023,86,1.54,350,75,Clouds,broken clouds,0.0,0.0
landed,YUL,A58,CUN,2024-02-03 17:00:00,2024-02-03 17:00:00,14.0,Air Canada Rouge,RV1884,2024-02-03 17:00:00,-5.09,-5.09,1023,76,0.89,23,78,Clouds,broken clouds,0.0,0.0
landed,YUL,A68,CUN,2024-02-03 07:00:00,2024-02-03 08:00:00,44.0,Air Transat,TS538,2024-02-03 07:00:00,-12.56,-17.26,1023,97,2.1,8,93,Clouds,overcast clouds,0.0,0.0
landed,YUL,A68,CUN,2024-02-03 14:00:00,2024-02-03 14:00:00,13.0,Air Transat,TS938,2024-02-03 14:00:00,-9.72,-9.72,1024,93,1.13,17,53,Clouds,broken clouds,0.0,0.0
landed,YUL,A61,CUN,2024-02-03 12:00:00,2024-02-03 12:00:00,6.0,Sunwing,WG2643,2024-02-03 12:00:00,-17.04,-17.04,1023,98,1.23,3,54,Clouds,broken clouds,0.0,0.0
landed,YUL,A58,CUN,2024-02-03 09:00:00,2024-02-03 10:00:00,33.0,Sunwing,WG5619,2024-02-03 09:00:00,-14.99,-19.11,1023,97,1.61,11,74,Clouds,broken clouds,0.0,0.0
cancelled,YUL,C83,DCA,2024-02-03 08:00:00,,21.0,Air Canada,AC8821,2024-02-03 08:00:00,-13.71,-18.43,1023,96,2.0,13,84,Clouds,broken clouds,0.0,0.0
landed,YUL,C77,DCA,2024-02-03 13:00:00,2024-02-03 13:00:00,13.0,Air Canada,AC8823,2024-02-03 13:00:00,-8.52,-11.55,1023,86,1.54,350,75,Clouds,broken clouds,0.0,0.0
landed,YUL,C74,DCA,2024-02-03 19:00:00,2024-02-03 19:00:00,9.0,Air Canada,AC8825,2024-02-03 19:00:00,-3.98,-3.98,1022,73,0.89,248,100,Clouds,overcast clouds,0.0,0.0
diverted,YUL,C86,DEN,2024-02-03 08:00:00,2024-02-03 09:00:00,57.0,Air Canada,AC1073,2024-02-03 08:00:00,-13.71,-18.43,1023,96,2.0,13,84,Clouds,broken clouds,0.0,0.0
landed,YUL,C73,DFW,2024-02-03 18:00:00,2024-02-03 19:00:00,43.0,Air Canada,AC8813,2024-02-03 18:00:00,-4.35,-4.35,1023,75,0.89,315,83,Clouds,broken clouds,0.0,0.0
landed,YUL,A55,DOH,2024-02-03 20:00:00,2024-02-03 21:00:00,24.0,Qatar Airways,QR764,2024-02-03 20:00:00,-3.25,-3.25,1021,71,0.89,248,100,Clouds,overcast clouds,0.0,0.0
cancelled,YUL,C82,DTW,2024-02-03 13:00:00,,21.0,Air Canada,AC8581,2024-02-03 13:00:00,-8.52,-11.55,1023,86,1.54,350,75,Clouds,broken clouds,0.0,0.0
landed,YUL,C86,DTW,2024-02-03 13:00:00,2024-02-03 13:00:00,55.0,Delta Air Lines,DL4150,2024-02-03 13:00:00,-8.52,-11.55,1023,86,1.54,350,75,Clouds,broken clouds,0.0,0.0
landed,YUL,C87,DTW,2024-02-03 06:00:00,2024-02-03 06:00:00,33.0,Delta Air Lines,DL4869,2024-02-03 06:00:00,-12.04,-16.96,1022,96,2.29,15,79,Clouds,broken clouds,0.0,0.0
landed,YUL,A63,DXB,2024-02-03 09:00:00,2024-02-03 09:00:00,17.0,Emirates,EK244,2024-02-03 09:00:00,-14.99,-19.11,1023,97,1.61,11,74,Clouds,broken clouds,0.0,0.0
landed,YUL,C84,EWR,2024-02-03 08:00:00,2024-02-03 08:00:00,15.0,Air Canada,AC8938,2024-02-03 08:00:00,-13.71,-18.43,1023,96,2.0,13,84,Clouds,broken clouds,0.0,0.0
landed,YUL,C85,EWR,2024-02-03 13:00:00,2024-02-03 14:00:00,58.0,Air Canada,AC8940,2024-02-03 13:00:00,-8.52,-11.55,1023,86,1.54,350,75,Clouds,broken clouds,0.0,0.0
active,YUL,C83,EWR,2024-02-03 15:00:00,,31.0,Air Canada,AC8942,2024-02-03 15:00:00,-6.65,-6.65,1023,90,1.06,0,63,Clouds,broken clouds,0.0,0.0
active,YUL,C76,EWR,2024-02-03 20:00:00,,19.0,Air Canada,AC8946,2024-02-03 20:00:00,-3.25,-3.25,1021,71,0.89,248,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,,EWR,2024-02-03 20:00:00,2024-02-03 20:00:00,20.0,Air Canada,AC946,2024-02-03 20:00:00,-3.25,-3.25,1021,71,0.89,248,100,Clouds,overcast clouds,0.0,0.0
scheduled,YUL,,EWR,2024-02-03 20:00:00,,21.0,Jazz,QK946,2024-02-03 20:00:00,-3.25,-3.25,1021,71,0.89,248,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,C80,EWR,2024-02-03 11:00:00,2024-02-03 11:00:00,11.0,United Airlines,UA3451,2024-02-03 11:00:00,-16.54,-16.54,1023,97,1.33,0,57,Clouds,broken clouds,0.0,0.0
landed,YUL,A68,AGP,2024-03-03 20:00:00,2024-03-03 20:00:00,21.0,Air Transat,TS252,2024-03-03 20:00:00,5.82,4.74,1026,95,1.62,24,100,Clouds,overcast clouds,0.0,0.0
landed,YUL,A57,AMS,2024-03-03 19:00:00,2024-03-03 19:00:00,17.0,KLM,KL672,2024-03-03 19:00:00,5.82,4.97,1026,95,1.43,9,100,Clouds,overcast clouds,0.0,0.0
